state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CA;enrollmetric;pp_stloc_raw_CA;pp_fed_raw_CA;pp_total_raw_CA;pp_site_stloc_raw_CA;pp_site_fed_raw_CA;pp_site_raw_CA;pp_centshare_stloc_raw_CA;pp_centshare_fed_raw_CA;pp_centshare_raw_CA;schoolstloc_raw_CA;schoolfed_raw_CA;schooltot_raw_CA;countenroll;noaudit;nositecen;adfinvars;distflex;charter_CA;distexclu_raw_CA;disttotwexclu_raw_CA;flag_NERDS
CA;2018-2019;43695260000000;43695266047526;Los Gatos Union Elementary;Daves Avenue Elementary;0622830;062283003490;491; KG-05;2;491;CALPADS Fall 1 Submission enrollment;13648;217;13865;10572;0;10572;3076;217;3293;6701168;106547;6807715;1;0;0;0;1;N/A;7999266;47261936;0
CA;2018-2019;43695260000000;43695266047534;Los Gatos Union Elementary;Lexington Elementary;0622830;062283003491;144; KG-05;2;144;CALPADS Fall 1 Submission enrollment;16818;217;17035;13077;0;13077;3741;217;3958;2421792;31248;2453040;1;0;0;0;1;N/A;7999266;47261936;0
CA;2018-2019;43695260000000;43695266047542;Los Gatos Union Elementary;Louise Van Meter Elementary;0622830;062283003492;536; KG-05;2;536;CALPADS Fall 1 Submission enrollment;12789;217;13006;10502;0;10502;2287;217;2504;6854904;116312;6971216;1;0;0;0;1;N/A;7999266;47261936;0
CA;2018-2019;43695260000000;43695266047567;Los Gatos Union Elementary;Raymond J. Fisher Middle;0622830;062283003495;1269; 06-08;3;1269;CALPADS Fall 1 Submission enrollment;12094;217;12311;9183;0;9183;2911;217;3128;15347286;275373;15622659;1;0;0;0;1;N/A;7999266;47261936;0
CA;2018-2019;43695340000000;43695344334371;Los Gatos-Saratoga Union High;Los Gatos High;0622800;062280003486;2138; 09-12;4;2138;CALPADS Fall 1 Submission enrollment;14090;251;14341;11235;116;11351;2855;135;2990;30124420;536638;30661058;1;0;0;0;1;N/A;34309675;88397010;0
CA;2018-2019;43695340000000;43695344337762;Los Gatos-Saratoga Union High;Saratoga High;0622800;062280003487;1371; 09-12;4;1371;CALPADS Fall 1 Submission enrollment;16786;301;17087;13931;166;14097;2855;135;2990;23013606;412671;23426277;1;0;0;0;1;N/A;34309675;88397010;0
CA;2018-2019;52715710000000;52715716053565;Los Molinos Unified;Los Molinos Elementary;0622860;062286003496;269; KG-08;3;269;CALPADS Fall 1 Submission enrollment;11937;787;12724;8962;647;9609;2975;140;3115;3211053;211703;3422756;1;0;0;0;1;N/A;618538;7873935;0
CA;2018-2019;52715710000000;52715715235106;Los Molinos Unified;Los Molinos High;0622860;062286003497;211; 09-12;4;211;CALPADS Fall 1 Submission enrollment;13861;320;14181;10886;180;11066;2975;140;3115;2924671;67520;2992191;1;0;0;0;1;N/A;618538;7873935;0
CA;2018-2019;52715710000000;52715716053581;Los Molinos Unified;Vina Elementary;0622860;062286003498;75; 01-08;3;75;CALPADS Fall 1 Submission enrollment;10507;699;11206;7532;559;8091;2975;140;3115;788025;52425;840450;1;0;0;0;1;N/A;618538;7873935;0
CA;2018-2019;19647580000000;19647586020077;Los Nietos;Ada S. Nelson Elementary;0622890;062289003501;407; KG-06;2;391;CALPADS Fall 1 Submission enrollment;11837;525;12362;9500;312;9812;2337;213;2550;4628267;205275;4833542;1;0;0;0;1;N/A;4291613;26952907;0
CA;2018-2019;19647580000000;19647586020085;Los Nietos;Aeolian Elementary;0622890;062289003499;414; KG-06;2;414;CALPADS Fall 1 Submission enrollment;13459;609;14068;11122;396;11518;2337;213;2550;5572026;252126;5824152;1;0;0;0;1;N/A;4291613;26952907;0
CA;2018-2019;19647580000000;19647586020093;Los Nietos;Los Nietos Middle;0622890;062289003500;374; 07-08;3;374;CALPADS Fall 1 Submission enrollment;15936;568;16504;13599;355;13954;2337;213;2550;5960064;212432;6172496;1;0;0;0;1;N/A;4291613;26952907;0
CA;2018-2019;19647580000000;19647586020101;Los Nietos;Rancho Santa Gertrudes Elementary;0622890;062289003502;358; KG-06;2;358;CALPADS Fall 1 Submission enrollment;15562;726;16288;13225;513;13738;2337;213;2550;5571196;259908;5831104;1;0;0;0;1;N/A;4291613;26952907;0
CA;2018-2019;42692450000000;42692456045710;Los Olivos Elementary;Los Olivos Elementary;0622920;062292003504;153; KG-08;3;153;CALPADS Fall 1 Submission enrollment;14076;170;14246;14076;170;14246;0;0;0;2153628;26010;2179638;1;0;0;0;1;N/A;382470;2562108;0
CA;2018-2019;15635940000000;15635946102792;Lost Hills Union Elementary;A. M. Thomas Middle;0622950;062295007772;165; 06-08;3;165;CALPADS Fall 1 Submission enrollment;15881;3804;19685;14554;3487;18041;1327;317;1644;2620365;627660;3248025;1;0;0;0;1;N/A;1192603;9234740;0
CA;2018-2019;15635940000000;15635946060420;Lost Hills Union Elementary;Lost Hills Elementary;0622950;062295003505;253; KG-05;2;244;CALPADS Fall 1 Submission enrollment;15883;3765;19648;14556;3448;18004;1327;317;1644;3875452;918660;4794112;1;0;0;0;1;N/A;1192603;9234740;0
CA;2018-2019;19647660000000;19647666020127;Lowell Joint;El Portal Elementary;0623010;062301005900;525; KG-06;2;525;CALPADS Fall 1 Submission enrollment;9009;904;9913;6851;201;7052;2158;703;2861;4729725;474600;5204325;1;0;0;0;1;N/A;1593472;33242644;0
CA;2018-2019;19647660000000;19647666020150;Lowell Joint;Jordan Elementary;0623010;062301003507;404; KG-06;2;403;CALPADS Fall 1 Submission enrollment;9163;1092;10255;7005;179;7184;2158;913;3071;3692689;440076;4132765;1;0;0;0;1;N/A;1593472;33242644;0
CA;2018-2019;19647660000000;19647666020176;Lowell Joint;Macy Elementary;0623010;062301003509;519; KG-06;2;519;CALPADS Fall 1 Submission enrollment;8851;806;9657;6693;330;7023;2158;476;2634;4593669;418314;5011983;1;0;0;0;1;N/A;1593472;33242644;0
CA;2018-2019;19647660000000;19647666020192;Lowell Joint;Meadow Green Elementary;0623010;062301003510;521; KG-06;2;521;CALPADS Fall 1 Submission enrollment;9467;996;10463;7309;288;7597;2158;708;2866;4932307;518916;5451223;1;0;0;0;1;N/A;1593472;33242644;0
CA;2018-2019;19647660000000;19647666020200;Lowell Joint;Olita Elementary;0623010;062301003511;437; KG-06;2;436;CALPADS Fall 1 Submission enrollment;9481;1451;10932;7323;607;7930;2158;844;3002;4133716;632636;4766352;1;0;0;0;1;N/A;1593472;33242644;0
CA;2018-2019;19647660000000;19647666020218;Lowell Joint;Rancho-Starbuck Intermediate;0623010;062301003512;746; 07-08;3;746;CALPADS Fall 1 Submission enrollment;9009;485;9494;6851;154;7005;2158;331;2489;6720714;361810;7082524;1;0;0;0;1;N/A;1593472;33242644;0
CA;2018-2019;01612590126748;01267480126748;LPS Oakland R & D Campus;LPS Oakland R & D Campus;0601967;060196713155;483; 09-12;4;483;CALPADS Fall 1 Submission enrollment;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;Directly funded;0;0;1
CA;2018-2019;17640480000000;17640486010656;Lucerne Elementary;Lucerne Elementary;0623040;062304003514;253; KG-08;3;253;CALPADS Fall 1 Submission enrollment;11112;1514;12626;10067;1514;11581;1045;0;1045;2811336;383042;3194378;1;0;0;0;1;N/A;422207;3616585;0
CA;2018-2019;36750510000000;36750516035976;Lucerne Valley Unified;Lucerne Valley Elementary;0600015;060001509083;419; KG-06;2;419;CALPADS Fall 1 Submission enrollment;10807;1200;12007;6417;1089;7506;4390;111;4501;4528133;502800;5030933;1;0;0;0;1;N/A;2912439;13441294;0
CA;2018-2019;36750510000000;36750513630563;Lucerne Valley Unified;Lucerne Valley High;0600015;060001510305;192; 09-12;4;192;CALPADS Fall 1 Submission enrollment;17379;1177;18556;12989;1066;14055;4390;111;4501;3336768;225984;3562752;1;0;0;0;1;N/A;2912439;13441294;0
CA;2018-2019;36750510000000;36750516106330;Lucerne Valley Unified;Lucerne Valley Middle;0600015;060001509084;120; 07-08;3;120;CALPADS Fall 1 Submission enrollment;12665;703;13368;8275;592;8867;4390;111;4501;1519800;84360;1604160;1;0;0;0;1;N/A;2912439;13441294;0
CA;2018-2019;36750510000000;36750513630696;Lucerne Valley Unified;Mountain View High;0600015;060001503907;10; 09-12;4;10;CALPADS Fall 1 Submission enrollment;32604;497;33101;28214;386;28600;4390;111;4501;326040;4970;331010;1;0;0;0;1;N/A;2912439;13441294;0
CA;2018-2019;40687590000000;40687594030557;Lucia Mar Unified;Arroyo Grande High;0623080;062308003516;2053; 08-12;4;2053;CALPADS Fall 1 Submission enrollment;10782;1024;11806;5852;173;6025;4930;851;5781;22135446;2102272;24237718;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043012;Lucia Mar Unified;Branch Elementary;0623080;062308003517;318; KG-06;2;318;CALPADS Fall 1 Submission enrollment;10105;858;10963;5175;7;5182;4930;851;5781;3213390;272844;3486234;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687590125328;Lucia Mar Unified;Central Coast New Tech High;0623080;062308013014;306; 09-12;4;306;CALPADS Fall 1 Submission enrollment;12125;853;12978;7195;2;7197;4930;851;5781;3710250;261018;3971268;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043129;Lucia Mar Unified;Dana Elementary;0623080;062308003518;583; KG-06;2;579;CALPADS Fall 1 Submission enrollment;9577;1115;10692;4647;264;4911;4930;851;5781;5545083;645585;6190668;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043079;Lucia Mar Unified;Fairgrove Elementary;0623080;062308003525;476; KG-06;2;469;CALPADS Fall 1 Submission enrollment;9952;1158;11110;5022;307;5329;4930;851;5781;4667488;543102;5210590;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043038;Lucia Mar Unified;Grover Beach Elementary;0623080;062308003519;455; KG-06;2;453;CALPADS Fall 1 Submission enrollment;10373;1093;11466;5443;242;5685;4930;851;5781;4698969;495129;5194098;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043046;Lucia Mar Unified;Grover Heights Elementary;0623080;062308003520;412; KG-06;2;408;CALPADS Fall 1 Submission enrollment;10362;1022;11384;5432;171;5603;4930;851;5781;4227696;416976;4644672;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043053;Lucia Mar Unified;Harloe Elementary;0623080;062308003521;669; KG-06;2;669;CALPADS Fall 1 Submission enrollment;9894;971;10865;4964;120;5084;4930;851;5781;6619086;649599;7268685;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043020;Lucia Mar Unified;Judkins Middle;0623080;062308003522;481; 07-08;3;481;CALPADS Fall 1 Submission enrollment;10064;1129;11193;5134;278;5412;4930;851;5781;4840784;543049;5383833;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687590110486;Lucia Mar Unified;Lange (Dorothea) Elementary;0623080;062308011785;589; KG-06;2;587;CALPADS Fall 1 Submission enrollment;10522;1011;11533;5592;160;5752;4930;851;5781;6176414;593457;6769871;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687594033205;Lucia Mar Unified;Lopez Continuation High;0623080;062308003523;105; 09-12;4;105;CALPADS Fall 1 Submission enrollment;16005;985;16990;11075;134;11209;4930;851;5781;1680525;103425;1783950;1;0;0;0;1;N/A;36812;119038862;0
CA;2018-2019;40687590000000;40687596109342;Lucia Mar Unified;Mesa Middle;0623080;062308009910;540; 07-08;3;540;CALPADS Fall 1 Submission enrollment;9877;1044;10921;4947;193;5140;4930;851;5781;5333580;563760;5897340;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043061;Lucia Mar Unified;Nipomo Elementary;0623080;062308003524;420; KG-06;2;419;CALPADS Fall 1 Submission enrollment;10065;1070;11135;5135;219;5354;4930;851;5781;4217235;448330;4665565;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687594030268;Lucia Mar Unified;Nipomo High;0623080;062308010656;937; 09-12;4;937;CALPADS Fall 1 Submission enrollment;11348;1180;12528;6418;329;6747;4930;851;5781;10633076;1105660;11738736;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043087;Lucia Mar Unified;Ocean View Elementary;0623080;062308003526;612; KG-06;2;612;CALPADS Fall 1 Submission enrollment;9764;855;10619;4834;4;4838;4930;851;5781;5975568;523260;6498828;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043095;Lucia Mar Unified;Oceano Elementary;0623080;062308003527;406; KG-06;2;404;CALPADS Fall 1 Submission enrollment;11071;1270;12341;6141;419;6560;4930;851;5781;4472684;513080;4985764;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043103;Lucia Mar Unified;Paulding Middle;0623080;062308003528;601; 07-08;3;601;CALPADS Fall 1 Submission enrollment;10099;1015;11114;5169;164;5333;4930;851;5781;6069499;610015;6679514;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;40687590000000;40687596043111;Lucia Mar Unified;Shell Beach Elementary;0623080;062308003529;400; KG-06;2;398;CALPADS Fall 1 Submission enrollment;10187;855;11042;5257;4;5261;4930;851;5781;4054426;340290;4394716;1;0;0;0;1;N/A;36812;119038862;1
CA;2018-2019;43694270130856;01308560130856;Luis Valdez Leadership Academy;Luis Valdez Leadership Academy;0602038;060203813815;363; 09-12;4;363;CALPADS Fall 1 Submission enrollment;12399;793;13192;NA;NA;NA;NA;NA;NA;4500837;287859;NA;1;0;0;0;1;Directly funded;40;4788736;0
CA;2018-2019;43695420000000;43695426047575;Luther Burbank;Luther Burbank Elementary;0623130;062313003530;516; KG-08;3;516;CALPADS Fall 1 Submission enrollment;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;N/A;0;0;1
CA;2018-2019;19647740000000;19647740108399;Lynwood Unified;Cesar Chavez Middle;0623160;062316010902;752; 06-08;3;752;CALPADS Fall 1 Submission enrollment;12147;1084;13231;5486;5;5491;6661;1079;7740;9134544;815168;9949712;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647740107912;Lynwood Unified;Helen Keller Elementary;0623160;062316010900;612; KG-06;2;612;CALPADS Fall 1 Submission enrollment;11651;1276;12927;4990;197;5187;6661;1079;7740;7130412;780912;7911324;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746115539;Lynwood Unified;Hosler Middle;0623160;062316011670;575; 07-08;3;575;CALPADS Fall 1 Submission enrollment;13943;1291;15234;7282;212;7494;6661;1079;7740;8017225;742325;8759550;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020234;Lynwood Unified;Janie P. Abbott Elementary;0623160;062316003531;620; KG-06;2;620;CALPADS Fall 1 Submission enrollment;12368;1284;13652;5707;205;5912;6661;1079;7740;7668160;796080;8464240;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020242;Lynwood Unified;Lincoln Elementary;0623160;062316003533;449; KG-05;2;449;CALPADS Fall 1 Submission enrollment;12443;1214;13657;5782;135;5917;6661;1079;7740;5586907;545086;6131993;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020259;Lynwood Unified;Lindbergh Elementary;0623160;062316003534;699; KG-06;2;699;CALPADS Fall 1 Submission enrollment;12524;1224;13748;5863;145;6008;6661;1079;7740;8754276;855576;9609852;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020267;Lynwood Unified;Lugo Elementary;0623160;062316003535;372; KG-06;2;372;CALPADS Fall 1 Submission enrollment;11280;1238;12518;4619;159;4778;6661;1079;7740;4196160;460536;4656696;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647740127845;Lynwood Unified;Lynwood Alternative;0623160;062316013431;NA; NA;NA;NA;CALPADS Fall 1 Submission enrollment;39750;1079;40829;33089;0;33089;6661;1079;7740;NA;NA;NA;1;0;0;0;1;N/A;27248042;211984814;0
CA;2018-2019;19647740000000;19647741935436;Lynwood Unified;Lynwood High;0623160;062316003536;2154; 09-12;4;2154;CALPADS Fall 1 Submission enrollment;12379;1208;13587;5718;129;5847;6661;1079;7740;26664366;2602032;29266398;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746115547;Lynwood Unified;Lynwood Middle;0623160;062316007527;1058; 07-08;3;1058;CALPADS Fall 1 Submission enrollment;11919;1181;13100;5258;102;5360;6661;1079;7740;12610302;1249498;13859800;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647740109538;Lynwood Unified;Marco Antonio Firebaugh High;0623160;062316010903;1693; 09-12;4;1693;CALPADS Fall 1 Submission enrollment;12746;1224;13970;6085;145;6230;6661;1079;7740;21578978;2072232;23651210;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020275;Lynwood Unified;Mark Twain Elementary;0623160;062316003539;628; KG-06;2;621;CALPADS Fall 1 Submission enrollment;11968;1232;13200;5307;153;5460;6661;1079;7740;7432128;765072;8197200;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647740114777;Lynwood Unified;Pathway Independent Study;0623160;062316012156;146; 09-12;4;146;CALPADS Fall 1 Submission enrollment;10261;1241;11502;3600;162;3762;6661;1079;7740;1498106;181186;1679292;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020283;Lynwood Unified;Roosevelt Elementary;0623160;062316003538;600; KG-06;2;599;CALPADS Fall 1 Submission enrollment;11312;1211;12523;4651;132;4783;6661;1079;7740;6775888;725389;7501277;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746116685;Lynwood Unified;Rosa Parks Elementary;0623160;062316008031;554; KG-06;2;553;CALPADS Fall 1 Submission enrollment;12273;1283;13556;5612;204;5816;6661;1079;7740;6786969;709499;7496468;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647740108381;Lynwood Unified;Thurgood Marshall Elementary;0623160;062316010901;625; KG-05;2;625;CALPADS Fall 1 Submission enrollment;11904;1149;13053;5243;70;5313;6661;1079;7740;7440000;718125;8158125;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647741935428;Lynwood Unified;Vista High;0623160;062316003540;163; 09-12;4;163;CALPADS Fall 1 Submission enrollment;18571;1332;19903;11910;253;12163;6661;1079;7740;3027073;217116;3244189;1;0;0;0;1;N/A;27248042;211984814;0
CA;2018-2019;19647740000000;19647746020291;Lynwood Unified;Washington Elementary;0623160;062316003541;667; KG-06;2;660;CALPADS Fall 1 Submission enrollment;11867;1322;13189;5206;243;5449;6661;1079;7740;7832220;872520;8704740;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020309;Lynwood Unified;Will Rogers Elementary;0623160;062316003537;730; KG-06;2;730;CALPADS Fall 1 Submission enrollment;11456;1290;12746;4795;211;5006;6661;1079;7740;8362880;941700;9304580;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;19647740000000;19647746020317;Lynwood Unified;Wilson Elementary;0623160;062316003542;658; KG-06;2;658;CALPADS Fall 1 Submission enrollment;11168;1279;12447;4507;200;4707;6661;1079;7740;7348544;841582;8190126;1;0;0;0;1;N/A;27248042;211984814;1
CA;2018-2019;37684113731304;37313043731304;MAAC Community Charter;MAAC Community Charter;0601988;060198810384;201; 09-12;4;201;CALPADS Fall 1 Submission enrollment;15073;574;15647;NA;NA;NA;NA;NA;NA;3029673;115374;NA;1;0;0;0;1;Directly funded;13837;3158884;0
CA;2018-2019;20102070000000;20102072030054;Madera County Superintendent of Schools;Enterprise Secondary;0691017;069101709021;0; 06-12;4;NA;CALPADS Fall 1 Submission enrollment;0;0;0;0;0;0;0;0;0;NA;NA;NA;1;0;0;0;1;N/A;68561;19004496;1
CA;2018-2019;20102070000000;20102076077200;Madera County Superintendent of Schools;Gould Educational Center;0691017;069101707126;329; KG-12;4;329;CALPADS Fall 1 Submission enrollment;26711;10684;37395;26711;10684;37395;0;0;0;8787919;3515036;12302955;1;0;0;0;1;N/A;68561;19004496;0
CA;2018-2019;20102070000000;20102072030153;Madera County Superintendent of Schools;Juvenile Hall (Endeavor/Voyager Secondary);0691017;069101708131;25; 07-12;4;35;CALPADS Fall 1 Submission enrollment;20322;13652;33974;20322;13031;33353;0;621;621;711270;477820;1189090;1;0;0;0;1;N/A;68561;19004496;1
CA;2018-2019;20102070000000;20102070117184;Madera County Superintendent of Schools;Madera County Independent Academy;0691017;069101712301;48; KG-12;4;48;CALPADS Fall 1 Submission enrollment;30551;9988;40539;NA;NA;NA;NA;NA;NA;1466448;479424;NA;1;0;0;0;1;Locally funded;68561;19004496;0
CA;2018-2019;20102070000000;20102072030229;Madera County Superintendent of Schools;Pioneer Technical Center;0691017;069101710539;358; KG-12;4;358;CALPADS Fall 1 Submission enrollment;7720;2051;9771;NA;NA;NA;NA;NA;NA;2763760;734258;NA;1;0;0;0;1;Locally funded;68561;19004496;0
CA;2018-2019;20652430000000;20652436107122;Madera Unified;Alpha Elementary;0623340;062334009397;712; KG-06;2;712;CALPADS Fall 1 Submission enrollment;11900;670;12570;7379;225;7604;4521;445;4966;8472800;477040;8949840;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436105951;Madera Unified;Berenda Elementary;0623340;062334008894;777; KG-06;2;777;CALPADS Fall 1 Submission enrollment;12401;620;13021;7880;175;8055;4521;445;4966;9635577;481740;10117317;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652430110957;Madera Unified;Cesar Chavez Elementary;0623340;062334011678;731; KG-06;2;731;CALPADS Fall 1 Submission enrollment;11886;683;12569;7365;238;7603;4521;445;4966;8688666;499273;9187939;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436023949;Madera Unified;Dixieland Elementary;0623340;062334003544;261; KG-08;3;261;CALPADS Fall 1 Submission enrollment;12344;598;12942;7823;153;7976;4521;445;4966;3221784;156078;3377862;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652430129544;Madera Unified;Eastin Arcola;0623340;062334013804;241; KG-08;3;241;CALPADS Fall 1 Submission enrollment;15084;608;15692;10563;163;10726;4521;445;4966;3635244;146528;3781772;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652432035640;Madera Unified;Furman (Duane E.) High (Independent Study Program);0623340;062334004611;177; KG-12;4;177;CALPADS Fall 1 Submission enrollment;15671;570;16241;11150;125;11275;4521;445;4966;2773767;100890;2874657;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436023964;Madera Unified;George Washington Elementary;0623340;062334003556;728; KG-06;2;728;CALPADS Fall 1 Submission enrollment;10395;734;11129;5874;289;6163;4521;445;4966;7567560;534352;8101912;1;0;0;0;1;N/A;123691899;381413860;1
CA;2018-2019;20652430000000;20652436023972;Madera Unified;Howard Elementary;0623340;062334003546;505; KG-08;3;505;CALPADS Fall 1 Submission enrollment;11797;612;12409;7276;167;7443;4521;445;4966;5957485;309060;6266545;1;0;0;0;1;N/A;123691899;381413860;1
CA;2018-2019;20652430000000;20652430109694;Madera Unified;Jack G. Desmond Middle;0623340;062334010953;900; 07-08;3;900;CALPADS Fall 1 Submission enrollment;12283;650;12933;7762;205;7967;4521;445;4966;11054700;585000;11639700;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436023980;Madera Unified;James Madison Elementary;0623340;062334006019;614; KG-06;2;614;CALPADS Fall 1 Submission enrollment;11775;689;12464;7254;244;7498;4521;445;4966;7229850;423046;7652896;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436023998;Madera Unified;James Monroe Elementary;0623340;062334003551;697; KG-06;2;697;CALPADS Fall 1 Submission enrollment;11907;973;12880;7386;528;7914;4521;445;4966;8299179;678181;8977360;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436024004;Madera Unified;John Adams Elementary;0623340;062334003543;805; KG-06;2;805;CALPADS Fall 1 Submission enrollment;10894;610;11504;6373;165;6538;4521;445;4966;8769670;491050;9260720;1;0;0;0;1;N/A;123691899;381413860;1
CA;2018-2019;20652430000000;20652430113050;Madera Unified;John J. Pershing Elementary;0623340;062334011926;678; KG-06;2;678;CALPADS Fall 1 Submission enrollment;12814;651;13465;8293;206;8499;4521;445;4966;8687892;441378;9129270;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436024012;Madera Unified;La Vina Elementary;0623340;062334003547;259; KG-08;3;259;CALPADS Fall 1 Submission enrollment;14843;811;15654;10322;366;10688;4521;445;4966;3844337;210049;4054386;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436112312;Madera Unified;Lincoln Elementary;0623340;062334003282;823; KG-06;2;823;CALPADS Fall 1 Submission enrollment;11656;601;12257;7135;156;7291;4521;445;4966;9592888;494623;10087511;1;0;0;0;1;N/A;123691899;381413860;1
CA;2018-2019;20652430000000;20652432035707;Madera Unified;Madera High;0623340;062334003548;2084; 09-12;4;2084;CALPADS Fall 1 Submission enrollment;12835;961;13796;8314;516;8830;4521;445;4966;26748140;2002724;28750864;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652430110965;Madera Unified;Madera South High;0623340;062334011679;3270; 09-12;4;3270;CALPADS Fall 1 Submission enrollment;11706;864;12570;7185;419;7604;4521;445;4966;38278620;2825280;41103900;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436112973;Madera Unified;Martin Luther King Jr. Middle;0623340;062334004613;978; 07-08;3;978;CALPADS Fall 1 Submission enrollment;11800;699;12499;7279;254;7533;4521;445;4966;11540400;683622;12224022;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652436024020;Madera Unified;Millview Elementary;0623340;062334003550;714; KG-06;2;714;CALPADS Fall 1 Submission enrollment;12500;976;13476;7979;531;8510;4521;445;4966;8925000;696864;9621864;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652430123414;Madera Unified;Mountain Vista Educational Center;0623340;062334012739;22; AE-AE;0;22;CALPADS Fall 1 Submission enrollment;17951;1266;19217;13430;821;14251;4521;445;4966;394922;27852;422774;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652430123620;Madera Unified;Mountain Vista High;0623340;062334012807;165; 10-12;4;165;CALPADS Fall 1 Submission enrollment;17951;1266;19217;13430;821;14251;4521;445;4966;2961915;208890;3170805;1;0;0;0;1;N/A;123691899;381413860;0
CA;2018-2019;20652430000000;20652430109702;Madera Unified;Nishimoto Elementary;0623340;062334010954;740; KG-06;2;740;CALPADS Fall 1 Submission enrollment;11354;948;12302;6833;503;7336;4521;445;4966;8401960;701520;9103480;1;0;0;0;1;N/A;123691899;381413860;1
CA;2018-2019;20652430000000;20652430116970;Madera Unified;Parkwood Elementary;0623340;062334012280;706; KG-06;2;706;CALPADS Fall 1 Submission enrollment;10967;741;11708;6446;296;6742;4521;445;4966;7742702;523146;8265848;1;0;0;0;1;N/A;123691899;381413860;1
CA;2018-2019;20652430000000;20652430131086;Madera Unified;Ripperdan Community Day;0623340;062334013848;53; 07-12;4;53;CALPADS Fall 1 Submission enrollment;20915;445;21360;16394;0;16394;4521;445;4966;1108495;23585;1132080;1;0;0;0;1;N/A;123691899;381413860;0
